date,mean_compound_reuters,mean_compound_guardian,mean_compound_cnbc,mean_compound_other,mean_compound_stocktwits,mean_compound_twitter,Adj Close
2019/09/13,0.2263,0.0,0.0,0.0,0.1150228136882129,0.2039921985815602,91.96700286865234
2019/09/16,0.0,0.0,0.0,0.366,0.0628818493150684,0.1935885245901639,90.39199829101562
2019/09/17,0.1779,0.0,0.0,0.2732,0.0383943478260869,0.1624271875,91.12750244140624
2019/09/18,0.0,0.0,0.0,0.4767,0.0762334117647058,0.171208222811671,90.8730010986328
2019/09/19,0.0,0.0,0.0,0.2096666666666666,0.1210822006472492,0.2098367541766109,91.0749969482422
2019/09/20,0.0,0.0,0.0,0.0,0.0739179775280899,0.1224211401425178,89.70800018310547
2019/09/23,0.0,0.0,0.0,0.1779,0.0956744075829384,0.1502663829787233,89.26499938964844
2019/09/24,0.0,0.0,0.0,0.3421,0.0829976958525345,0.1152590673575129,87.08049774169922
2019/09/25,0.1779,-0.128,0.0,0.7096,0.1400899070385126,0.1689375733855186,88.41649627685547
2019/09/26,0.0,0.0,0.0,0.14306,0.0838549180327868,0.1203232876712328,86.99199676513672
2019/09/27,0.0,0.0,0.0,0.0,0.0858214057507987,0.1101440389294403,86.27249908447266
2019/09/30,0.0,0.0,0.0,0.0,0.0904455525606469,0.1265786384976525,86.79550170898438
2019/10/01,0.1779,0.0,0.0,0.35468,0.1439365566037735,0.1488237068965517,86.78250122070312
2019/10/02,0.0,0.0,0.0,0.0,0.085672794117647,0.1575074498567335,85.6614990234375
2019/10/03,0.0,0.0,0.0,0.2732,0.0934169642857142,0.16688359375,86.22100067138672
2019/10/04,0.0,0.0,0.0,0.0,0.0651532967032967,0.1456856031128404,86.98249816894531
2019/10/07,0.1779,0.0,0.0,0.7184,0.0839690036900369,0.1347,86.63300323486328
2019/10/08,0.0,0.0,0.0,0.5267,0.0845791383219954,0.1939557103064066,85.27549743652344
2019/10/09,0.0,0.0,0.0,0.0,0.0913481481481481,0.1239506756756756,86.09950256347656
2019/10/10,0.0,0.0,0.0,0.0,0.0560240213523131,0.153482005899705,86.01300048828125
2019/10/11,0.0,0.0,0.0,0.0811333333333333,0.0893415026833631,0.1569043478260869,86.59600067138672
2019/10/14,0.0,0.0,0.0,0.1779,0.08897,0.1610075757575757,86.82150268554688
2019/10/15,-0.05135,0.0,0.0,0.1779,0.1350900934579439,0.1813609756097561,88.36900329589844
2019/10/16,0.1779,0.0,0.0,0.0,0.1452767151767151,0.1662338199513382,88.87149810791016
2019/10/17,-0.1119999999999999,0.0,0.0,0.0,0.1345150234741784,0.1416789203084833,89.3740005493164
2019/10/18,0.0,0.0,0.1779,0.1779,0.1171597058823529,0.1504882666666666,87.87550354003906
2019/10/21,0.0,0.0,0.0,0.2941666666666666,0.1959056603773585,0.1541722222222222,89.28299713134766
2019/10/22,0.0,0.0,0.0,0.2399714285714285,0.1173099358974358,0.0735873417721519,88.2864990234375
2019/10/23,0.1779,0.0,0.0,0.1779,0.1388923267326732,0.1618509302325581,88.1084976196289
2019/10/24,0.1139333333333333,0.4404,0.0,0.1450857142857143,0.0735845825115055,0.1077444579780755,89.03900146484375
2019/10/25,0.29985,0.3612,0.0,0.0561642857142857,0.137303172690763,0.1365996813256851,88.06649780273438
2019/10/28,0.1779,0.0,0.1779,0.1779,0.1318679802955664,0.1868333333333333,88.85399627685547
2019/10/29,0.05035,0.0,0.0,0.743,0.1390900783289817,0.2163636363636363,88.135498046875
2019/10/30,0.1779,0.0,0.0,0.1779,0.1182296089385474,0.1641753462603878,88.99949645996094
2019/10/31,0.0,0.0,0.0,0.1779,0.074040159574468,0.1462345195729537,88.83300018310547
2019/11/01,0.0,0.0,0.0,0.0,0.0976525993883792,0.1801643598615917,89.5719985961914
2019/11/04,0.0,0.0,0.0,0.0,0.1239498392282958,0.1889270769230769,90.23300170898438
2019/11/05,0.6908,0.0,0.0,0.1779,0.1442518394648829,0.2024862973760932,90.08550262451172
2019/11/06,0.0,0.0,0.0,0.1550272727272727,0.092739649122807,0.2276593283582089,89.78849792480469
2019/11/07,0.0,0.0,0.0,0.3319272727272727,0.0688773127753304,0.1589547557840616,89.41000366210938
2019/11/08,0.1779,0.0,0.0,0.2900230769230769,0.1195181229773462,0.1871462427745664,89.29399871826172
2019/11/11,0.2294,0.0,0.0,0.4099,0.0987003236245954,0.1601486486486486,88.5824966430664
2019/11/12,0.0,0.0,0.0,0.5290666666666667,0.1166726872246696,0.1890299120234604,88.9000015258789
2019/11/13,-0.1779,0.0,0.0,0.1633222222222222,0.1138651898734177,0.1034174004192872,87.65550231933594
2019/11/14,0.0,0.0,0.0,0.26161875,0.1302350299401197,0.1726549199084668,87.7300033569336
2019/11/15,0.2034,0.0,0.0,0.301275,0.0463553982300885,0.1083628755364806,86.97450256347656
2019/11/18,0.1809,0.0,0.0,0.28432,0.1111746361746361,0.1619297979797979,87.62650299072266
2019/11/19,0.5267,0.0,0.0,0.3665416666666666,0.1763983193277311,0.143341769041769,87.6395034790039
2019/11/20,0.0,0.0,0.0,0.1779,0.0947401002506265,0.1577997695852534,87.27649688720703
2019/11/21,0.0,0.0,0.0,0.2205857142857143,0.0205652631578947,0.1605097826086956,86.7354965209961
2019/11/22,-0.0258,0.0,0.0,0.0,0.0986439655172413,0.15789375,87.28600311279297
2019/11/25,0.0,0.0,0.0,0.0,0.1620751461988304,0.2086666666666666,88.69200134277344
2019/11/26,0.0,0.0,0.0,0.4666666666666666,0.1930178403755868,0.1800111111111111,89.84700012207031
2019/11/27,0.5563,0.0,0.0,0.7287307692307692,0.158983448275862,0.2118353846153846,90.92549896240234
2019/11/29,0.6808,0.0,0.0,0.38835,0.1289651480637813,0.2108915254237288,90.04000091552734
2019/12/02,0.5106,-0.7717,0.0,0.296,0.153488391376451,0.2091936781609195,89.08000183105469
2019/12/03,0.08895,-0.128,0.0,0.28652,0.0982887566137566,0.1945259842519685,88.49800109863281
2019/12/04,0.5115,0.0,0.0,0.165875,0.0714291208791208,0.1559013043478261,88.03450012207031
2019/12/05,0.0,0.0,0.0,0.29598,0.0681506935687263,0.1559624737945492,87.02400207519531
2019/12/06,-0.296,0.0,0.0,0.1779,0.0958896774193548,0.126877969762419,87.58000183105469
2019/12/09,-0.48845,0.6124,0.0,-0.4404,0.0585030769230769,0.1552858611825192,87.47550201416016
2019/12/10,0.3752,0.0,0.0,0.0910666666666666,0.0855153241650294,0.2583324324324325,86.96050262451172
2019/12/11,0.0,0.1779,0.0,0.25686,0.0953403301886792,0.1582891402714932,87.43599700927734
2019/12/12,0.0,0.0,0.0,0.2226999999999999,0.1133579322638146,0.2002529850746268,88.0165023803711
2019/12/13,0.0,0.0,0.0,0.1779,0.0874155925155925,0.1685523676880223,88.0469970703125
2019/12/16,-0.0516,0.0,0.0,0.0,0.0691933333333333,0.1651470588235294,88.46050262451172
2019/12/17,-0.1987,0.0,0.0,0.4309,0.1281008665511265,0.2170073206442167,89.53299713134766
2019/12/18,0.5267,0.0,0.0,0.2481249999999999,0.1322856127886323,0.1936545454545454,89.20149993896484
2019/12/19,0.1779,0.0,0.0,0.0,0.0961865671641791,0.1797947845804988,89.61399841308594
2019/12/20,0.1779,0.0,0.0,0.1779,0.0770577557755775,0.1982916666666666,89.32499694824219
2019/12/23,0.0,0.0,0.0,0.0,0.1128219101123595,0.1248232209737827,89.6500015258789
2019/12/24,0.0,0.0,0.0,0.1779,0.1787450643776824,0.2132320675105485,89.46050262451172
2019/12/26,0.8689,0.0,0.0,0.2348666666666666,0.1664488345650938,0.2251143518518518,93.4384994506836
2019/12/27,-0.4215,0.0,0.0,0.1938,0.1516978060863411,0.2274920168067226,93.48999786376952
2019/12/30,0.0,0.0,0.0,0.4019,0.1298660526315789,0.2521072657743786,92.34449768066406
2019/12/31,0.0,0.0,0.0,0.0,0.1878130019120459,0.2230369198312236,92.39199829101562
